Left Eye X,Left Eye Y,Right Eye X,Right Eye Y,Pupil left eye,Pupil right eye,Timestamp device,Timestamp system,Event
nan,nan,nan,nan,nan,nan,7428672430,22826423123,Evento 0
nan,nan,nan,nan,nan,nan,7428689085,22826439830,Evento 0
nan,nan,nan,nan,nan,nan,7428719331,22826470126,Evento 0
nan,nan,nan,nan,nan,nan,7428735986,22826486787,Evento 0
nan,nan,nan,nan,nan,nan,7428770028,22826520841,Evento 0
0.35320010781288147,0.7703965902328491,0.35639333724975586,0.7748004794120789,3.840240478515625,3.8194427490234375,7428786683,22826537497,Evento 0
0.34582117199897766,0.7631916403770447,0.34487223625183105,0.7783812880516052,3.8625335693359375,3.833282470703125,7428803338,22826554152,Evento 0
0.3331195116043091,0.7457215189933777,0.33463793992996216,0.7649818658828735,3.96697998046875,3.9167938232421875,7428819992,22826570807,Evento 0
0.32871943712234497,0.7306880354881287,0.3316662013530731,0.7457008957862854,4.071502685546875,4.0426483154296875,7428836647,22826587468,Evento 0
0.32538655400276184,0.7314228415489197,0.33009204268455505,0.7421772480010986,4.098541259765625,4.0704498291015625,7428853302,22826604129,Evento 0
0.32853594422340393,0.733877956867218,0.3270358443260193,0.7355751395225525,4.1134185791015625,4.0832672119140625,7428869956,22826620787,Evento 0
0.32813653349876404,0.7280013561248779,0.3262902498245239,0.7358558773994446,4.112640380859375,4.0792388916015625,7428886611,22826637432,Evento 0
0.3298969268798828,0.7277061939239502,0.32698431611061096,0.7426352500915527,4.1143798828125,4.0755615234375,7428903266,22826654075,Evento 0
0.33060553669929504,0.7241712212562561,0.3268064558506012,0.7443063259124756,4.1243896484375,4.067138671875,7428919920,22826670719,Evento 0
0.3286811411380768,0.7254989147186279,0.3269558548927307,0.7392232418060303,4.124725341796875,4.06280517578125,7428936575,22826687378,Evento 0
0.33117446303367615,0.726876974105835,0.3285194933414459,0.7361062169075012,4.1153564453125,4.0601654052734375,7428953230,22826704037,Evento 0
0.3311808407306671,0.7300676703453064,0.3288242518901825,0.7421941757202148,4.113128662109375,4.053466796875,7428969885,22826720696,Evento 0
0.3297174870967865,0.7348059415817261,0.3288366198539734,0.7466138005256653,4.1315155029296875,4.049224853515625,7428986539,22826737354,Evento 0
0.3281562328338623,0.7347855567932129,0.32760122418403625,0.7423063516616821,4.12994384765625,4.0523834228515625,7429003194,22826754006,Evento 0
0.3253241777420044,0.7291136384010315,0.3281968832015991,0.7445707321166992,4.1085052490234375,4.050872802734375,7429019849,22826770656,Evento 0
0.3235463798046112,0.7283391952514648,0.32804280519485474,0.7478181719779968,4.1149749755859375,4.0546875,7429036503,22826787305,Evento 0
0.31952011585235596,0.7362838983535767,0.32845064997673035,0.7461461424827576,4.13348388671875,4.0724029541015625,7429053158,22826803960,Evento 0
0.2965926229953766,0.7044484615325928,0.3029259145259857,0.7026872634887695,4.1463470458984375,4.091522216796875,7429069813,22826820618,Evento 0
0.28718897700309753,0.6785869598388672,0.28570756316185,0.679393470287323,4.15521240234375,4.0948944091796875,7429086467,22826837276,Evento 0
0.23688754439353943,0.5618165731430054,0.2273254692554474,0.533875048160553,4.137939453125,4.0825347900390625,7429103122,22826853934,Evento 0
0.23070600628852844,0.5607268810272217,0.22586336731910706,0.5327144265174866,4.1594696044921875,4.100189208984375,7429119777,22826870580,Evento 0
0.2312602549791336,0.5544875264167786,0.2217775136232376,0.5262839794158936,4.17840576171875,4.107666015625,7429136431,22826887210,Evento 0
0.2324485331773758,0.5510370135307312,0.22407294809818268,0.5285663604736328,4.1606903076171875,4.1021575927734375,7429153086,22826903839,Evento 0
0.23109102249145508,0.5500278472900391,0.223222553730011,0.531714916229248,4.150390625,4.0928497314453125,7429169741,22826920480,Evento 0
0.22980466485023499,0.5481915473937988,0.2224344164133072,0.5308781266212463,4.1507568359375,4.08807373046875,7429186395,22826937135,Evento 0
0.23156937956809998,0.5475937724113464,0.2208540141582489,0.5274797081947327,4.15020751953125,4.083038330078125,7429203050,22826953791,Evento 0
0.23317645490169525,0.5510255098342896,0.22167810797691345,0.5259338021278381,4.144287109375,4.07550048828125,7429219705,22826970440,Evento 0
0.2306821495294571,0.5531464219093323,0.22254164516925812,0.5234308242797852,4.13555908203125,4.0639801025390625,7429236360,22826987081,Evento 0
0.22939151525497437,0.5462405681610107,0.22192086279392242,0.5238804817199707,4.1361846923828125,4.0529022216796875,7429253014,22827003721,Evento 0
0.25952115654945374,0.5497000813484192,0.26893317699432373,0.5449082255363464,4.143280029296875,4.0478363037109375,7429269669,22827020368,Evento 0
0.2900039553642273,0.5581109523773193,0.3398047089576721,0.5843015909194946,4.1489410400390625,4.064849853515625,7429286324,22827037023,Evento 0
nan,nan,0.42205825448036194,0.6407869458198547,nan,4.10162353515625,7429302978,22827053677,Evento 0
0.5582090020179749,0.8216768503189087,0.5668507218360901,0.8380466103553772,4.141815185546875,4.0312347412109375,7429319633,22827070332,Evento 0
0.5623246431350708,0.8136892318725586,0.5675938725471497,0.8395759463310242,4.144073486328125,4.0136871337890625,7429336288,22827086986,Evento 0
0.5636571049690247,0.8124703764915466,0.5681241154670715,0.8415741324424744,4.1378173828125,4.009185791015625,7429352942,22827103639,Evento 0
0.5645518898963928,0.8151161670684814,0.5664212107658386,0.8399678468704224,4.1328277587890625,3.9991912841796875,7429369597,22827120280,Evento 0
0.5632681250572205,0.809404194355011,0.5656329393386841,0.8374789953231812,4.1317291259765625,3.9867706298828125,7429386252,22827136920,Evento 0
0.567823588848114,0.8123295307159424,0.5659209489822388,0.8330743312835693,4.1341094970703125,3.9791717529296875,7429402906,22827153559,Evento 0
0.5705404877662659,0.8192948698997498,0.5662907361984253,0.8334545493125916,4.136749267578125,3.9829559326171875,7429419561,22827170213,Evento 0
0.5692662000656128,0.8174726963043213,0.5637342929840088,0.8367584943771362,4.1318511962890625,3.9785308837890625,7429436216,22827186867,Evento 0
0.5672347545623779,0.8106709122657776,0.5612289309501648,0.8374959826469421,4.134002685546875,3.9758148193359375,7429452870,22827203520,Evento 0
0.5631307363510132,0.8085063695907593,0.5626721382141113,0.836784839630127,4.1369476318359375,3.976776123046875,7429469525,22827220173,Evento 0
0.5600374937057495,0.8113749027252197,0.5656563639640808,0.834807276725769,4.123199462890625,3.97967529296875,7429486180,22827236827,Evento 0
0.5589366555213928,0.8124751448631287,0.5631531476974487,0.8375910520553589,4.126312255859375,3.9820556640625,7429502835,22827253481,Evento 0
0.5823829770088196,0.7685837149620056,0.5753388404846191,0.8119375109672546,4.1588287353515625,3.99176025390625,7429519489,22827270133,Evento 0
0.628990113735199,0.666803240776062,0.6038641333580017,0.7600283026695251,4.1570281982421875,4.022491455078125,7429536144,22827286787,Evento 0
0.6594023108482361,0.582942545413971,0.6813505291938782,0.548098623752594,4.1483917236328125,3.9935150146484375,7429552799,22827303441,Evento 0
0.67298823595047,0.5052587389945984,0.6753911972045898,0.5378146767616272,4.1547698974609375,3.9827880859375,7429569453,22827320094,Evento 0
0.6725262403488159,0.4955594837665558,0.67400062084198,0.5248980522155762,4.154693603515625,3.9848480224609375,7429586108,22827336747,Evento 0
0.6717809438705444,0.4964618980884552,0.6727340221405029,0.5258947014808655,4.139129638671875,3.9747161865234375,7429602763,22827353404,Evento 0
0.6719796657562256,0.4965529143810272,0.6714475750923157,0.5258617401123047,4.1318359375,3.9616851806640625,7429619417,22827370062,Evento 0
0.6721805930137634,0.4952073395252228,0.6720330715179443,0.5253859162330627,4.1178436279296875,3.93988037109375,7429636072,22827386721,Evento 0
0.6735002398490906,0.4916723966598511,0.6733006834983826,0.5291095972061157,4.1082000732421875,3.9351959228515625,7429652727,22827403380,Evento 0
0.6721622943878174,0.4929044246673584,0.6726305484771729,0.5270928144454956,4.099273681640625,3.9280548095703125,7429669381,22827420038,Evento 0
0.6739065647125244,0.48987579345703125,0.6719512939453125,0.5237405300140381,4.087677001953125,3.9270172119140625,7429686036,22827436697,Evento 0
0.6758740544319153,0.49095046520233154,0.6722344756126404,0.521886944770813,4.0855560302734375,3.921051025390625,7429702691,22827453355,Evento 0
0.6753717064857483,0.4904636740684509,0.6730600595474243,0.5207856893539429,4.088104248046875,3.9168701171875,7429719345,22827470008,Evento 0
0.6756892204284668,0.4916956424713135,0.6721617579460144,0.52275151014328,4.0923004150390625,3.9163055419921875,7429736000,22827486662,Evento 0
0.6742343902587891,0.49491554498672485,0.6717994213104248,0.5240184664726257,4.09454345703125,3.9175262451171875,7429752655,22827503316,Evento 0
0.6654812693595886,0.47261881828308105,0.6646267175674438,0.5085492134094238,4.098602294921875,3.9171295166015625,7429769310,22827519971,Evento 0
0.6614404916763306,0.45964691042900085,0.6579974889755249,0.49613967537879944,4.0951995849609375,3.904327392578125,7429785964,22827536624,Evento 0
0.6602473855018616,0.46013227105140686,0.6561806201934814,0.4951028525829315,4.0909423828125,3.898284912109375,7429802619,22827553278,Evento 0
0.6606371998786926,0.46325549483299255,0.6578328609466553,0.496917188167572,4.090911865234375,3.902587890625,7429819274,22827569932,Evento 0
0.661698579788208,0.46413907408714294,0.6583493947982788,0.4972154200077057,4.0872039794921875,3.8977813720703125,7429835928,22827586583,Evento 0
0.6614481806755066,0.4634743332862854,0.6560774445533752,0.4971795678138733,4.08624267578125,3.897216796875,7429852583,22827603235,Evento 0
0.6633697152137756,0.4626232981681824,0.6572960615158081,0.49829041957855225,4.073333740234375,3.8955535888671875,7429869238,22827619888,Evento 0
0.6627048850059509,0.4568946957588196,0.6586137413978577,0.5000287890434265,4.0617523193359375,3.89385986328125,7429885892,22827636538,Evento 0
0.6631470322608948,0.46189701557159424,0.6585268378257751,0.5005056858062744,4.0569000244140625,3.8848724365234375,7429902547,22827653190,Evento 0
0.6604605317115784,0.46482375264167786,0.6575916409492493,0.495379239320755,4.05340576171875,3.8783416748046875,7429919202,22827669842,Evento 0
0.6597477793693542,0.4633963108062744,0.6571682095527649,0.49321943521499634,4.041961669921875,3.87225341796875,7429935856,22827686493,Evento 0
0.6609176993370056,0.4657618999481201,0.6591119766235352,0.49781936407089233,4.0314178466796875,3.8680267333984375,7429952511,22827703144,Evento 0
0.6595274209976196,0.4672875702381134,0.6591735482215881,0.5014448165893555,4.012908935546875,3.8557281494140625,7429969166,22827719796,Evento 0
0.6608084440231323,0.46583545207977295,0.6597051024436951,0.5035235285758972,3.998046875,3.8533782958984375,7429985820,22827736446,Evento 0
0.6635953783988953,0.4662017822265625,0.6583534479141235,0.5052231550216675,3.9871826171875,3.8457183837890625,7430002475,22827753097,Evento 0
0.6614441871643066,0.4678850471973419,0.6576319336891174,0.5035677552223206,3.9809722900390625,3.8374176025390625,7430019130,22827769750,Evento 0
0.6601751446723938,0.46660473942756653,0.6579141020774841,0.4989873170852661,3.9686737060546875,3.8285675048828125,7430035785,22827786403,Evento 0
0.6603235006332397,0.4649178683757782,0.6561259627342224,0.4995569884777069,3.9574432373046875,3.82763671875,7430052439,22827803056,Evento 0
0.6596059203147888,0.46956202387809753,0.6572232246398926,0.5052492022514343,3.9444427490234375,3.8177490234375,7430069094,22827819709,Evento 0
0.6549360752105713,0.4766461253166199,0.6550268530845642,0.5067588090896606,3.9365386962890625,3.812469482421875,7430085749,22827836363,Evento 0
0.6322647929191589,0.4913646876811981,0.6302699446678162,0.5168800354003906,3.92608642578125,3.81201171875,7430102403,22827853016,Evento 0
0.6124849915504456,0.502785861492157,0.617739737033844,0.5283556580543518,3.9113922119140625,3.815155029296875,7430119058,22827869669,Evento 0
0.6050688624382019,0.5156524777412415,0.6093186140060425,0.5416156649589539,3.892669677734375,3.7989959716796875,7430135713,22827886323,Evento 0
0.6056029200553894,0.5210705399513245,0.6078236699104309,0.5452791452407837,3.8814544677734375,3.7882843017578125,7430152367,22827902975,Evento 0
0.6056399345397949,0.5202821493148804,0.6098955273628235,0.5454604029655457,3.8735809326171875,3.7935638427734375,7430169022,22827919629,Evento 0
0.6074784994125366,0.5165491700172424,0.6115127205848694,0.5432295203208923,3.8727874755859375,3.7944488525390625,7430185677,22827936283,Evento 0
0.6092669367790222,0.5123045444488525,0.6083679795265198,0.5432472229003906,3.86962890625,3.78802490234375,7430202331,22827952935,Evento 0
0.6087611317634583,0.5128936171531677,0.6053225994110107,0.5431966185569763,3.8679046630859375,3.7878875732421875,7430218986,22827969589,Evento 0
0.6087303757667542,0.5128496289253235,0.6075380444526672,0.5431935787200928,3.86846923828125,3.7904052734375,7430235641,22827986242,Evento 0
0.6105693578720093,0.5102585554122925,0.6111412048339844,0.5448691844940186,3.86529541015625,3.789093017578125,7430252295,22828002895,Evento 0
0.6103058457374573,0.5082118511199951,0.609056830406189,0.5429815053939819,3.8627166748046875,3.7977447509765625,7430268950,22828019548,Evento 0
0.6095752716064453,0.5100716948509216,0.6067119836807251,0.5410780310630798,3.874725341796875,3.7934417724609375,7430285605,22828036204,Evento 0
0.6109920740127563,0.49166634678840637,0.6129122972488403,0.5167191624641418,3.8851470947265625,3.792755126953125,7430302260,22828052861,Evento 0
0.6186317205429077,0.43755969405174255,0.6230897307395935,0.4715059697628021,3.8813323974609375,3.799407958984375,7430318914,22828069516,Evento 0
0.6369515061378479,0.3588413596153259,0.641796886920929,0.3778839707374573,3.88861083984375,3.799591064453125,7430335569,22828086173,Evento 0
0.6477764844894409,0.31966835260391235,0.6469702124595642,0.35215118527412415,3.883697509765625,3.7942352294921875,7430352224,22828102829,Evento 0
0.6514636278152466,0.3092970550060272,0.64717036485672,0.3327334523200989,3.892852783203125,3.8025054931640625,7430368878,22828119486,Evento 0
0.6522665023803711,0.3056064546108246,0.644942581653595,0.33132845163345337,3.9044952392578125,3.81341552734375,7430385533,22828136142,Evento 0
0.6525852084159851,0.3063642382621765,0.6453527212142944,0.33389711380004883,3.9102783203125,3.8171234130859375,7430402188,22828152799,Evento 0
0.6514869928359985,0.311874121427536,0.6438382267951965,0.33521074056625366,3.91729736328125,3.8118896484375,7430418842,22828169456,Evento 0
0.6513472199440002,0.3107174038887024,0.6442161202430725,0.3322957456111908,3.926849365234375,3.8230743408203125,7430435497,22828186113,Evento 0
0.6531494855880737,0.3110181987285614,0.6447201371192932,0.3326498866081238,3.9353485107421875,3.8312835693359375,7430452152,22828202770,Evento 0
0.6524911522865295,0.31063711643218994,0.6441610455513,0.32999005913734436,3.9418182373046875,3.8367767333984375,7430468806,22828219426,Evento 0
0.6492346525192261,0.3106469511985779,0.6447008848190308,0.32680562138557434,3.945770263671875,3.8422698974609375,7430485461,22828236084,Evento 0
0.6489964127540588,0.3084123730659485,0.6452316045761108,0.3308669626712799,3.9573822021484375,3.85345458984375,7430502116,22828252741,Evento 0
0.650062620639801,0.30443957448005676,0.6451594829559326,0.3313470184803009,3.962158203125,3.8589935302734375,7430518770,22828269398,Evento 0
0.6501451730728149,0.30531346797943115,0.6453627943992615,0.3309149444103241,3.9700927734375,3.86590576171875,7430535425,22828286056,Evento 0
0.65043044090271,0.3070197105407715,0.6460461020469666,0.33324477076530457,3.9898223876953125,3.868560791015625,7430552080,22828302713,Evento 0
0.6518189907073975,0.3091985583305359,0.6468680500984192,0.3337858021259308,3.9917144775390625,3.873687744140625,7430568735,22828319372,Evento 0
0.6527907848358154,0.31085050106048584,0.6464062333106995,0.3295653164386749,3.9846038818359375,3.8834075927734375,7430585389,22828336029,Evento 0
0.6450161337852478,0.30956679582595825,0.6398223638534546,0.3216839134693146,3.992279052734375,3.8900146484375,7430602044,22828352686,Evento 0
0.6340889930725098,0.3212912380695343,0.6357263922691345,0.32438158988952637,3.990997314453125,3.881439208984375,7430618699,22828369345,Evento 0
0.48645177483558655,0.2983981966972351,0.4861491918563843,0.3050387501716614,3.9710845947265625,3.9037322998046875,7430635353,22828386001,Evento 0
0.48645177483558655,0.2983981966972351,0.4861491918563843,0.3050387501716614,3.9710845947265625,3.9037322998046875,7430652008,22828402660,Evento 0
nan,nan,nan,nan,nan,nan,7430668663,22828419318,Evento 0
nan,nan,0.26991018652915955,0.3366315960884094,nan,3.9469146728515625,7430685317,22828435973,Evento 0
0.2800099551677704,0.37754303216934204,0.2618429958820343,0.34346142411231995,3.9099273681640625,3.919464111328125,7430701972,22828452628,Evento 0
0.27148371934890747,0.37271973490715027,0.26011887192726135,0.34018802642822266,3.892303466796875,3.913177490234375,7430718627,22828469282,Evento 0
0.2713451385498047,0.3715815842151642,0.2610757648944855,0.33500486612319946,3.887420654296875,3.9147491455078125,7430735281,22828485936,Evento 0
0.2749822437763214,0.36784064769744873,0.2611792981624603,0.33561602234840393,3.883453369140625,3.9060516357421875,7430751936,22828502590,Evento 0
0.27421852946281433,0.3720935583114624,0.2615206241607666,0.33452683687210083,3.879180908203125,3.9031524658203125,7430768591,22828519245,Evento 0
0.2723422348499298,0.3745936155319214,0.2612312138080597,0.3346267342567444,3.8800048828125,3.904510498046875,7430785245,22828535898,Evento 0
0.27194303274154663,0.3706549108028412,0.261857807636261,0.333791047334671,3.8810577392578125,3.9022674560546875,7430801900,22828552553,Evento 0
0.2725227177143097,0.37016960978507996,0.2634828984737396,0.3346281051635742,3.8709716796875,3.89825439453125,7430818555,22828569208,Evento 0
0.2741716206073761,0.3731081783771515,0.26410147547721863,0.337771475315094,3.8734588623046875,3.896087646484375,7430835210,22828585862,Evento 0
0.27358683943748474,0.37221091985702515,0.2657916247844696,0.335130900144577,3.87841796875,3.8990936279296875,7430851864,22828602516,Evento 0
0.27343207597732544,0.3709675967693329,0.26497775316238403,0.33006998896598816,3.8786468505859375,3.9057769775390625,7430868519,22828619170,Evento 0
0.2732802927494049,0.3700249195098877,0.2648916244506836,0.33237382769584656,3.8845062255859375,3.9102020263671875,7430885174,22828635825,Evento 0
0.27270135283470154,0.36799630522727966,0.2651773691177368,0.33257290720939636,3.8918304443359375,3.9170379638671875,7430901828,22828652478,Evento 0
0.2729458510875702,0.3661459684371948,0.26350679993629456,0.3296493589878082,3.89849853515625,3.92626953125,7430918483,22828669133,Evento 0
0.2741014063358307,0.36524850130081177,0.2641805410385132,0.3285163342952728,3.9080657958984375,3.937164306640625,7430935138,22828685788,Evento 0
0.2738778591156006,0.3668161630630493,0.2644463777542114,0.3286969065666199,3.927093505859375,3.9405517578125,7430951792,22828702441,Evento 0
0.2735641896724701,0.36792078614234924,0.2628447115421295,0.3301876485347748,3.9420166015625,3.9583740234375,7430968447,22828719096,Evento 0
0.27330198884010315,0.3738134205341339,0.26478368043899536,0.33163636922836304,3.95062255859375,3.9675445556640625,7430985102,22828735750,Evento 0
0.2746841013431549,0.3721524775028229,0.2663611173629761,0.3323001265525818,3.9708709716796875,3.984283447265625,7431001756,22828752404,Evento 0
0.2770698368549347,0.36537638306617737,0.265266090631485,0.3316609859466553,3.9820556640625,3.9929656982421875,7431018411,22828769059,Evento 0
0.2763715386390686,0.36343106627464294,0.26533907651901245,0.327960342168808,4.0074005126953125,4.00677490234375,7431035066,22828785713,Evento 0
0.27458804845809937,0.3663443326950073,0.2653825879096985,0.3283562958240509,4.02996826171875,4.024322509765625,7431051720,22828802367,Evento 0
0.2744065821170807,0.36697953939437866,0.26503312587738037,0.32893890142440796,4.0442047119140625,4.0466461181640625,7431068375,22828819021,Evento 0
0.2731941342353821,0.3672617971897125,0.2638719379901886,0.3291800022125244,4.0516357421875,4.05035400390625,7431085030,22828835676,Evento 0
0.2729668915271759,0.3680565655231476,0.26438310742378235,0.3299180865287781,4.07586669921875,4.064422607421875,7431101685,22828852330,Evento 0
0.2721460163593292,0.3716413080692291,0.2642451226711273,0.3307887315750122,4.08843994140625,4.073822021484375,7431118339,22828868984,Evento 0
0.27164605259895325,0.37346142530441284,0.26442790031433105,0.33236369490623474,4.0942840576171875,4.07952880859375,7431134994,22828885639,Evento 0
0.2718445658683777,0.3741983473300934,0.2661588788032532,0.33189934492111206,4.102081298828125,4.082611083984375,7431151649,22828902293,Evento 0
0.272071897983551,0.37525367736816406,0.26535195112228394,0.3337725102901459,4.10235595703125,4.079376220703125,7431168303,22828918947,Evento 0
0.2715281546115875,0.37437018752098083,0.26598015427589417,0.33597812056541443,4.1030731201171875,4.081634521484375,7431184958,22828935601,Evento 0
0.2687927484512329,0.3752725422382355,0.26371070742607117,0.3352580964565277,4.10107421875,4.0804290771484375,7431201613,22828952256,Evento 0
0.25874990224838257,0.377541720867157,0.25020554661750793,0.3319968581199646,4.09698486328125,4.07611083984375,7431218267,22828968909,Evento 0
0.2440340220928192,0.3796927034854889,0.23339702188968658,0.33070749044418335,4.095489501953125,4.0738372802734375,7431234922,22828985564,Evento 0
0.2432061731815338,0.37854906916618347,0.23145638406276703,0.32988524436950684,4.1012420654296875,4.072021484375,7431251577,22829002219,Evento 0
0.2437901496887207,0.3782724440097809,0.2302580028772354,0.32796424627304077,4.099822998046875,4.066009521484375,7431268231,22829018873,Evento 0
0.24408301711082458,0.3773117661476135,0.23040428757667542,0.32950183749198914,4.0945587158203125,4.0598297119140625,7431284886,22829035527,Evento 0
0.24451683461666107,0.3772050440311432,0.23083844780921936,0.32948026061058044,4.086273193359375,4.0565185546875,7431301541,22829052182,Evento 0
0.2446877509355545,0.379912793636322,0.23093417286872864,0.3297244906425476,4.0789642333984375,4.0560150146484375,7431318195,22829068836,Evento 0
0.24535131454467773,0.37966784834861755,0.2301270216703415,0.3315832316875458,4.07305908203125,4.052154541015625,7431334850,22829085491,Evento 0
0.24583803117275238,0.37731412053108215,0.23007237911224365,0.33198991417884827,4.0778656005859375,4.052520751953125,7431351505,22829102145,Evento 0
0.24388913810253143,0.3785843253135681,0.23062929511070251,0.33588358759880066,4.07647705078125,4.049407958984375,7431368160,22829118800,Evento 0
0.24458177387714386,0.37645843625068665,0.23091013729572296,0.3347600996494293,4.0777740478515625,4.050628662109375,7431384814,22829135453,Evento 0
0.24456168711185455,0.37555423378944397,0.22901082038879395,0.32936590909957886,4.0793914794921875,4.0583953857421875,7431401469,22829152108,Evento 0
0.24600623548030853,0.37707340717315674,0.23519420623779297,0.3312811851501465,4.07794189453125,4.0649566650390625,7431418124,22829168763,Evento 0
0.24276083707809448,0.37095117568969727,0.2518758475780487,0.33168816566467285,4.066009521484375,4.0856170654296875,7431434778,22829185417,Evento 0
0.45469120144844055,0.44558650255203247,0.4709656238555908,0.45568975806236267,4.123687744140625,4.0752105712890625,7431451433,22829202072,Evento 0
0.45469120144844055,0.44558650255203247,0.4709656238555908,0.45568975806236267,4.123687744140625,4.0752105712890625,7431468088,22829218726,Evento 0
